,Calling-Number,Called-Number,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
674,robert.jasper,+923049500520,352,16,0,answered,0.0,0.0,14.0,0.0,5424.0,9287.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
675,jewel.barker,stephen.lehmann,377,0,0,answered,1.0,0.0,3.0,2.0,5570.0,9284.0,287.0,440.0,Lon-Site,Lon-Site,TG0,TG0
676,erin.day,+421515898623,319,16,0,answered,7.0,1.0,17.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
677,loren.shorter,+79438541561,384,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9277.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
678,rita.pettiford,+639935677043,416,16,0,answered,9.0,0.0,10.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
679,mary.freeman,stephen.lehmann,97,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
680,rita.pettiford,kimberly.rudzinski,552,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
681,susan.stubbendeck,brenda.scott,463,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
682,rita.pettiford,kimberly.rudzinski,380,16,0,answered,49.0,0.0,9.0,0.0,5429.0,9279.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
683,susan.stubbendeck,brenda.scott,321,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
684,loren.shorter,+79438541561,403,0,0,answered,0.0,0.0,3.0,0.0,5424.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
685,susan.stubbendeck,rosalyn.pendleton,649,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
686,susan.stubbendeck,rosalyn.pendleton,327,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
687,ronald.wolfgang,stephen.lehmann,1,0,0,answered,36.0,39.0,0.0,0.0,6063.0,9284.0,313.0,440.0,Lon-Site,Lon-Site,TG2,TG0
688,carrie.holleran,+587485824659,365,0,0,answered,14.0,0.0,29.0,0.0,4581.0,9274.0,235.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
689,+758820267389,stephen.lehmann,118,0,0,answered,0.0,3.0,1.0,0.0,9173.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,TG7,TG0
690,susan.stubbendeck,rosalyn.pendleton,347,0,0,answered,0.0,0.0,5.0,0.0,5376.0,9285.0,277.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
691,joseph.gepner,+574352580937,372,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
692,carrie.holleran,+587485824659,499,0,0,answered,45.0,0.0,39.0,0.0,4860.0,9282.0,250.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
693,+758820267389,stephen.lehmann,124,0,0,answered,0.0,2.0,0.0,0.0,9170.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,TG7,TG0
694,deborah.gerrior,+315865134906,86,0,0,answered,0.0,0.0,0.0,0.0,9265.0,9256.0,439.0,439.0,Fran-Site,Fran-Site,eu-trunk,TG8
695,+90528149540,+58260799724,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
696,victoria.surface,+572473616115,345,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
697,robert.jasper,+923049500520,335,0,0,answered,10.0,0.0,14.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
698,victoria.surface,+572473616115,490,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
699,carrie.holleran,+587485824659,457,0,0,answered,35.0,0.0,51.0,0.0,5424.0,9283.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
700,+122406600397,orlando.wade,282,0,0,answered,0.0,0.0,0.0,0.0,9214.0,9282.0,438.0,440.0,Fran-Site,Lon-Site,TG8,es-trunk
701,deborah.gerrior,+315865134906,87,0,0,answered,0.0,0.0,0.0,6.0,9204.0,9278.0,438.0,439.0,Fran-Site,Fran-Site,eu-trunk,TG8
702,erik.pate,+817964640412,383,0,0,answered,19.0,0.0,10.0,0.0,5394.0,9283.0,278.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
703,kenneth.wright,+36974582026,637,18,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
704,david.ortega,karen.maloney,948,16,0,answered,0.0,1.0,5.0,0.0,5418.0,9287.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
705,victoria.surface,+572473616115,362,0,0,answered,5.0,0.0,7.0,0.0,5677.0,9284.0,293.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
706,james.bigham,+58355326408945,458,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
707,jenny.wear,stephen.lehmann,83,0,0,answered,0.0,0.0,5.0,1.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
708,+758820267389,stephen.lehmann,414,0,0,answered,0.0,1.0,0.0,0.0,9173.0,9288.0,437.0,440.0,Fran-Site,Lon-Site,TG7,TG0
709,lewis.villena,+709444054772,348,16,0,answered,0.0,0.0,4.0,0.0,5424.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
710,elizabeth.lawrence,howard.barnett,0,1,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,NoTG,es-trunk
711,jacqueline.howry,+788113288799,379,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
712,john.amend,stephen.lehmann,236,0,0,answered,6.0,6.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
713,+38625631788,+70445686920,74,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
714,+52125717943,+79538260992,81,0,0,answered,1.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
715,glenn.cook,stephen.lehmann,164,0,0,answered,5.0,5.0,6.0,1.0,5406.0,9284.0,278.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
716,jacqueline.howry,+788113288799,412,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
717,sheila.sykes,stephen.lehmann,88,0,0,answered,38.0,6.0,0.0,0.0,5974.0,9284.0,308.0,440.0,Lon-Site,Lon-Site,TG1,TG0
718,william.chandler,stephen.lehmann,97,0,0,answered,19.0,6.0,5.0,0.0,5424.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
719,+26078925924,+91972183866,80,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
720,jenny.wear,stephen.lehmann,118,0,0,answered,0.0,0.0,4.0,0.0,5424.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
721,victoria.surface,+572473616115,378,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
722,+52058461628,+99617961076,75,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
723,bridget.linn,robert.hudson,370,0,0,answered,7.0,1.0,5.0,0.0,5499.0,9283.0,283.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
724,victoria.surface,+572473616115,411,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
725,+85271505832,+69924717792,361,0,0,answered,0.0,0.0,2.0,0.0,9250.0,9284.0,439.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
726,victoria.surface,+572473616115,347,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
727,ben.smith,+499807234695,365,0,0,answered,39.0,0.0,5.0,0.0,5424.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
728,+85271505832,+69924717792,175,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
729,victoria.surface,+572473616115,383,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
730,rhonda.waiters,+51980545677,360,16,0,answered,1.0,0.0,17.0,0.0,5418.0,9283.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
731,john.delvalle,+32302053469,380,16,0,answered,1.0,1.0,4.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
732,carrie.holleran,+259065792704,389,0,0,answered,15.0,0.0,74.0,0.0,5493.0,9280.0,283.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
733,ronald.wolfgang,stephen.lehmann,2,0,0,answered,36.0,33.0,0.0,0.0,6054.0,9284.0,312.0,440.0,Lon-Site,Lon-Site,TG2,TG0
734,carrie.holleran,+259065792704,431,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
735,carrie.holleran,+259065792704,547,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
736,carrie.holleran,+259065792704,382,0,0,answered,0.0,0.0,61.0,0.0,5843.0,9286.0,301.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
737,lily.luhnow,+71393241920,328,0,0,answered,0.0,0.0,6.0,0.0,5418.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
738,michael.constantino,+2945467516,445,16,0,answered,5.0,0.0,12.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
739,dena.galle,+81137557243,568,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
740,viola.bretthauer,shirley.flores,508,0,0,answered,0.0,0.0,6.0,0.0,5424.0,9287.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
741,daniel.sims,christine.badgett,371,0,0,answered,0.0,0.0,6.0,0.0,5412.0,9286.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
742,jennifer.johnson,kristin.parkhurst,855,0,0,answered,0.0,0.0,7.0,0.0,5424.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
743,victoria.surface,+572473616115,401,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
744,david.ortega,ricardo.leavitt,866,16,0,answered,0.0,1.0,6.0,0.0,5418.0,9287.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
745,victoria.surface,+288204672094,393,127,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
746,charles.joyner,+342202675344,359,28,484,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
747,celeste.sosa,stephen.lehmann,323,0,0,answered,1.0,0.0,13.0,0.0,5424.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
748,charles.joyner,+342202675344,351,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
749,herman.stanley,+6516200832595,311,16,0,answered,1.0,2.0,11.0,0.0,5424.0,9284.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
750,charles.joyner,+342202675344,382,28,484,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
751,michael.constantino,+2945467516,370,0,0,answered,22.0,0.0,12.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
752,domingo.dozier,jessie.cowdery,362,16,0,answered,1.0,0.0,7.0,0.0,5486.0,9284.0,283.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
753,viola.bretthauer,jason.calcote,375,0,0,answered,0.0,0.0,7.0,0.0,5424.0,9282.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
754,jennifer.johnson,kristin.parkhurst,911,0,0,answered,2.0,0.0,3.0,0.0,5437.0,9284.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
755,anna.hoffman,kenneth.collins,393,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
756,dorothy.martin,+199160876315,308,16,0,answered,2.0,1.0,2.0,0.0,5418.0,9285.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
757,anna.hoffman,charles.herndon,408,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
758,scott.edge,+85900857855,365,0,0,answered,2.0,0.0,11.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
759,daniel.sims,stephen.sledge,363,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9277.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
760,jesse.cordano,+72653434940,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
761,diana.hansen,+811587393712,488,0,0,answered,0.0,0.0,7.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
762,anna.hoffman,kenneth.collins,450,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
763,joseph.perez,+25021366657,356,0,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
764,jesse.cordano,+72653434940,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
765,jesse.cordano,+69262643294,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
766,jesse.cordano,+46811049402,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
767,joshua.lige,gregory.solomon,383,0,0,answered,6.0,0.0,6.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
768,jesse.cordano,+82562469545,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
769,jacqueline.howry,+788113288799,393,0,0,answered,2.0,0.0,5.0,0.0,5418.0,9285.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
770,jacqueline.howry,+788113288799,408,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
771,jacqueline.howry,+788113288799,357,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
772,jesse.cordano,+82562469545,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
773,+37151559356,+99617961076,87,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
774,+29611835065,+99617961076,369,0,0,answered,1.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
775,laura.lancaster,stephen.lehmann,128,0,0,answered,3.0,1.0,5.0,0.0,5784.0,9288.0,298.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
776,milo.hass,dennis.kyle,108,0,0,answered,5.0,1.0,0.0,0.0,9283.0,9283.0,439.0,439.0,Lon-Site,Lon-Site,NoTG,TG0
777,victoria.surface,+288204672094,415,0,0,answered,19.0,0.0,7.0,0.0,5556.0,9284.0,286.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
778,anna.hoffman,kenneth.collins,406,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
779,+95803720928,+58260799724,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
780,+95803720928,+58260799724,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
781,jesse.mattingly,+20207263376,402,31,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
782,jesse.cordano,+72653434940,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
783,anna.hoffman,laurie.gormley,441,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
784,anna.hoffman,william.britt,448,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
785,anna.hoffman,travis.mackin,398,31,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
786,james.faught,anne.parker,394,0,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
787,+95803720928,+58260799724,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
788,jesse.cordano,+72653434940,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
789,+95803720928,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
790,charles.santana,amanda.lloyd,412,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
791,gussie.mashaw,stephen.lehmann,296,0,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
792,anonymous,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
793,charles.joyner,+342202675344,465,28,484,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
794,charles.santana,amanda.lloyd,383,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
795,gussie.mashaw,stephen.lehmann,299,0,0,answered,3.0,0.0,8.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
796,charles.santana,amanda.lloyd,384,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
797,anonymous,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
798,charlie.medina,david.brown,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
799,celeste.sosa,stephen.lehmann,190,0,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
800,charlie.medina,david.brown,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
801,steven.humphreys,mary.powers,108,0,0,answered,0.0,0.0,0.0,0.0,8975.0,9288.0,433.0,440.0,Lon-Site,Lon-Site,TG0,TG0
802,charlie.medina,david.brown,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
803,dena.galle,+81137557243,520,0,0,answered,32.0,0.0,27.0,0.0,5443.0,9285.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
804,charles.joyner,+342202675344,388,28,484,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
805,jerome.william,+41478279648,358,0,0,answered,3.0,0.0,6.0,0.0,5376.0,9287.0,277.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
806,jacqueline.connelly,carol.martin,685,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WaDC-Site,Lon-Site,NoTG,es-trunk
807,lottie.richards,kristin.hall,488,16,0,answered,5.0,1.0,6.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
808,winifred.brooks,+671153195401,411,0,0,answered,0.0,0.0,10.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
809,steven.humphreys,mary.powers,83,0,0,answered,1.0,0.0,0.0,0.0,6681.0,9288.0,344.0,440.0,Lon-Site,Lon-Site,TG0,TG0
810,charlie.medina,+940512736934,473,0,0,answered,0.0,0.0,3.0,0.0,5376.0,9283.0,277.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
811,david.haley,+792075632332,454,16,0,answered,0.0,0.0,3.0,0.0,5418.0,9283.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
812,david.haley,+568593807958,416,16,0,answered,0.0,0.0,3.0,0.0,5424.0,9282.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
813,anna.hoffman,douglas.latimer,348,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
814,gussie.mashaw,stephen.lehmann,398,0,0,answered,4.0,0.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
815,anna.hoffman,douglas.latimer,365,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
816,jerry.reyes,briana.schauble,394,16,0,answered,0.0,0.0,3.0,0.0,5376.0,9280.0,277.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
817,regina.heinz,+116007928205,350,16,0,answered,24.0,2.0,5.0,0.0,5424.0,9284.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
818,richard.mccoy,+8705535171802,667,0,0,answered,23.0,0.0,2.0,0.0,5424.0,9287.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
819,edith.pendleton,nancy.fisher,528,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
820,lewis.villena,+279051007351,388,0,0,answered,24.0,1.0,4.0,0.0,5412.0,9285.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
821,anna.hoffman,james.brawner,409,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
822,james.faught,anne.parker,361,0,0,answered,1.0,0.0,6.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
823,anna.hoffman,douglas.latimer,393,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
824,+87263438689,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
825,gussie.mashaw,stephen.lehmann,325,0,0,answered,0.0,0.0,13.0,0.0,5412.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
826,winifred.brooks,+163979297076,421,0,0,answered,2.0,0.0,4.0,0.0,5531.0,9284.0,285.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
827,richard.mccoy,+8705535171802,400,16,0,answered,2.0,0.0,3.0,0.0,5424.0,9277.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
828,+70014414688,+79538260992,96,0,0,answered,1.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
829,anna.hoffman,kenneth.collins,375,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
830,daniel.light,+287601167117,392,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
831,celeste.sosa,stephen.lehmann,237,0,0,answered,2.0,0.0,4.0,0.0,5388.0,9284.0,277.0,440.0,Lon-Site,Lon-Site,TG0,TG0
832,daniel.light,+14379112623,423,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
833,joanne.dotson,gary.tarantino,387,0,0,answered,0.0,0.0,7.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
834,lela.peters,stephen.lehmann,219,0,0,answered,22.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG4,TG0
835,jacqueline.howry,+788113288799,373,16,0,answered,2.0,0.0,5.0,0.0,5418.0,9284.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
836,+999601085614,+589573787442,173,0,0,answered,1.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
837,+999601085614,+589573787442,80,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
838,+999601085614,+589573787442,354,0,0,answered,0.0,1.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
839,fabian.sexton,+69505893034454,635,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
840,anna.hoffman,mike.bruckner,671,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
841,domingo.dozier,bette.costa,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
842,domingo.dozier,bette.costa,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
843,anthony.baron,+413700369091,542,0,0,answered,2.0,0.0,35.0,0.0,5424.0,9285.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
844,daniel.light,+14379112623,340,0,0,answered,0.0,0.0,4.0,0.0,5424.0,9284.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
